155628	15	16	60
156109	14	4	30
156711	15	97	60
156748	14	153	30
157313	16	4	90
157325	15	10	60
157572	17	1	120
157595	15	16	60
158020	16	3	90
158031	15	15	60
158439	16	4	90
158637	16	93	90
158646	15	110	60
158775	17	1	120
158813	15	18	60
159187	14	25	30
159317	14	25	30
159560	15	18	60
159578	14	39	30
160062	14	25	30
160616	17	73	120
160653	15	105	60
160995	14	1	30
161268	16	5	90
161297	14	29	30
161516	16	5	90
161559	14	25	30
162012	15	12	60
162402	16	4	90
162594	15	117	60
162595	16	89	90
162695	16	1	90
162775	15	14	60
163251	14	25	30
163253	15	10	60
163512	15	17	60
163984	15	12	60
163984	16	3	90
164307	15	2	60
164583	17	66	120
164635	14	123	30
165241	16	3	90
165281	14	25	30
165509	16	4	90
165520	15	12	60
165984	16	1	90
165995	15	12	60
166400	16	1	90
166572	16	92	90
166574	15	105	60
166741	16	2	90
166769	14	21	30
167151	16	1	90
167260	14	22	30
167498	15	13	60
167957	16	6	90
167959	15	15	60
168229	15	1	60
168554	17	75	120
169472	14	3	30
173210	16	1	90
173352	17	58	120
174171	17	8	120
174287	14	66	30
175073	16	260	90
175187	14	354	30
175516	17	154	120
175713	15	318	60
176040	17	152	120
176486	17	127	120
176914	17	159	120
177019	16	265	90
177133	14	1059	30
177743	16	266	90
177879	14	377	30
178485	16	275	90
178599	14	372	30
179059	17	158	120
179256	15	324	60
180072	16	259	90
180210	14	359	30
181592	16	262	90
181722	14	367	30
184468	17	153	120
184595	16	257	90
184703	14	346	30
186108	16	195	90
186779	17	155	120
186956	15	328	60
188228	17	106	120
188305	16	197	90
188414	14	282	30
189148	15	333	60
190412	17	132	120
190589	15	286	60
191057	16	253	90
191379	17	154	120
192141	17	115	120
194816	17	144	120
195706	16	3391	90
196089	16	211	90
196461	17	164	120
196772	17	109	120
196877	16	485	90
197526	17	94	120
197670	15	1127	60
197681	17	1	120
198292	17	139	120
198660	17	152	120
202846	17	142	120
203101	17	111	120
203508	16	4220	90
203897	16	240	90
204178	17	111	120
204325	14	12146	30
204825	17	92	120
205198	16	538	90
213641	17	2773	120
216997	15	7444	60
219977	17	332	120
220099	16	498	90
220188	15	580	60
221073	17	304	120
221276	15	567	60
221816	17	271	120
222435	17	310	120
223509	17	291	120
224636	17	265	120
225790	17	268	120
226715	16	1123	90
227192	16	299	90
227311	14	5996	30
229208	17	32	120
229214	15	67	60
229220	16	50	90
247789	17	7	120
